Headline,Attention Score
TABOO ALERT: People Feel Really Awkward If You Bring This Up. Especially If You’ve Tried It.,1
"For Most Of Us, Living Is Not A Hard Choice. For Some, It Is.",0
Stupid Law Says No Gay Marriage? Google Says Challenge Accepted.,1
WATCH: Laughable Law Says No Gay Marriage? Google Says Challenge Accepted.,0
The Knowledge I Gained At School Doesn't Compare To What I Lost,1
See Me After Class: Is Debt The Only Major Being Offered These Days?,0
Hold Up. Are Hamburgers (Or Lack Thereof) Really The Answer To Global Warming?,1
"Yo, Help A Planet Out. Our Climate Is Out Of This World.",0
Why Is This Artist Telling You To Throw Away Your Phone? And So Beautifully?,1
SPOTTED! Soul Man In An Army Helmet Telling You How To Find Humanity In Your Digital Life,0
If You Had A Chance To Help A Blind Man Would You Do it Like This?,1
"What If Everyone Reshaped The Words They Say and Though?
",0
You Know The Name Of One Of These Athletes But The Other Two Are The Ones You Should Remember,1
"I Agree With This Superstar, Love Watching These Two Brothers Bond Over Disability",0
"There Is No Way That You Built Something This Cool In High School. No Way. 
",1
There Is No Way That You Built Something THIS Cool In High School. No Way.,0
Moving To Mars Ain't Happening. Time To Salvage The Planet We've Got.,1
Hold Up. Are Hamburgers (Or Lack Thereof) Really The Answer To Global Warming?,0
Moving To Mars Ain't Happening. Time To Salvage The Planet We've Got.,1
Hold Up. Are Hamburgers (Or Lack Thereof) Really The Answer To Global Warming?,0
"This Actress Will Make You Laugh, But The Photoshop Job Hollywood Pulled On Her Will Make You Cry
",1
"Someone Taught Fox How To Use Photoshop, And The Results Are Predictably Horrible",0
"Those Billionaires Were Pretty Slick With Their Crude Lie, And We're Too Thick To Notice",1
Those Billionaires Were Pretty Slick With Their Crude Lie. Are We Too Thick To Notice?,0
"Stupid Law Says ""NO"" To Gay Marriage!? Google Says ""Challenge Accepted"".",1
Stupid Law Says NO Gay Marriage!? Google Says Challenge Accepted.,0
"When Faced With His Brother’s Disability, This Big Brother Decides To Run With It.",1
"I Agree With This Superstar, Love Watching These Two Brothers Bond Over Disability",0
"Those Billionaires Were Pretty Slick With Their Crude Lie, And We're Too Thick To Notice",1
Those Billionaires Were Pretty Slick With Their Crude Lie. Are We Too Thick To Notice?,0
TABOO ALERT: People Feel Really Awkward If You Bring This Up. Especially If You've Tried It.,1
TABOO ALERT: This TED Talk Exposes A Silent Killer,0
TABOO ALERT: People Feel Really Awkward If You Bring This Up. Especially If You’ve Tried It.,1
TABOO ALERT: This TED Talk Exposes A Silent Killer,0
Meet A Kid Who You’ll Definitely Have A Mind-Crush On,1
Meet The Human Rosetta Stone,0
Hold Up. Are HAMBURGERS Really The Answer To Global Warming?!,1
Hold Up. Are HAMBURGERS Really The Answer To The Climate Disaster?!,0
The Knowledge I Gained In School Doesn't Even Compare To What I Lost,1
Ouch: The Knowledge I Gained In School Doesn't Even COMPARE To What I Lost,0
How To Feel So Much Better About How You Live Your Life In Eleven Words,1
Eleven Words That Will Give You A Fiercer Way To Look At Adversity and Knuckleheads,0
How To Feel So Much Better About How You Live Your Life In Eleven Words,1
"No Matter Who You Are Or What Somebody Calls You, Here Are Eleven Words You Can Snuggle Up With.",0
Some High Schoolers Built A Car. You Won't Guess What It's Powered By,1
"This Car Doesn't Just Look Cool, It's Got An Amazing Story, Too",0
"What Happens When Our Computers Outsmart Us? Something Awesome, According To This Guy.",1
"Right Now ""Big Data"" Means Government Spying. But It Doesn't Have To. It Gets Better.",0
Hold Up. Are HAMBURGERS Really The Answer To Saving The Planet?!,1
HOLD UP. How Are HAMBURGERS The Answer To Saving The Planet!?,0
"Oh, So In Scotland They Actually DON'T Promote Rape Culture?",1
"If The Steubenville Football Team Had Seen This Video, Maybe We'd Be Short One Injustice.",0
I Wish I'd Seen This At 3 Years Old Instead Of 30. I'd Be A Better Person Today.,1
"Republican? Democrat? Screw That, I'm With The Kindness Party.",0
"Oh, So In Scotland They Actually DON'T Promote Rape Culture?",1
"I Hate That This Ad Even Has To Exist — But Now I'm Pretty Sure We Need It In America, Too.",0
The Scientific Reality That's Completely Sobering And Totally Empowering At The Same Time,1
This Beautiful Place Is Home To Unspeakable Violence — And All The Love Humanity Is Capable Of.,0
SOON: We May Actually Know Everything About Everything,1
"Why The Universe Is Just One Giant Computer, Waiting For An Upgrade",0
This MIT Professor Has Her Sassy Pants On And She's Not Letting Mark Zuckerberg Off The Hook.,1
It's Up To Parents And Politicians To Reclaim Our Privacy Rights Before It's Too Late.,0
"Jeez, What Can't Kickstarter Do?! This Project Is Literally Out Of This World.",1
"Never Quite Made It To Space Camp? Here's Your Next Best Option (And It's Way More Affordable, Too!)",0
"Classy Racists Try To Bully Veteran's Kid Singing The National Anthem. Did I Say Try? Pardon, FAIL.",1
Horrible Human Beings Bully An 11-Year-Old Veteran's Kid For Singing The National Anthem In Costume,0
Some Racist Bullies Picked A Fight With An 11-Year-Old Kid And Lost In Glorious Patriotic Fashion,1
"If You Are Going To Be Racist To An 11-Year-Old, At Least Try To Get The Facts Straight, Bully Dude",0
This Woman Feels Like She's Making A Political Statement Every Time She Orders A Cup Of Coffee.,1
"Do You Know What ""Normalizing Standards Of Body Use"" Means?"" I Didn't Either.
",0
What Do Your Salad And This Illegal Cure For Depression Have In Common?,1
"Ughhh, These Stupid Regulations Have Put A Revolutionary Cure For Depression At A Stand Still.",0
"Jeez, What Can't Kickstarter Do?! This Project Is Literally Out Of This World.",1
"NASA Lost It's Funding, So We've Got To Find A Way To Keep Exploring Space. Here's How.",0
This Woman Feels Like She's Making A Political Statement Every Time She Orders A Cup Of Coffee.,1
I Guarantee This Will Be The Most Enlightening Shopping Trip You'll Ever Watch A Video Of.,0
What Do Your Salad And This Illegal Cure For Depression Have In Common?,1
"Here's How The War On Drugs Could Be Preventing Cures For Depression, Anxiety and Addiction.",0
1939's Misogynistic Predictions Of How The Women Of The Future Will 'Catch' Men,1
How The Women Of The Future Will 'Catch' Men,0
"Some Rude British People Try To Protest Government Spending, But End Up Confusing Themselves",1
"The British Commercial For International Aid Is Spectacularious. Your Move, America.",0
NSFW: Things America Desperately Needs To Learn From Sweden,1
"Sexual Liberation, An Aversion To Conflict, And Other Things America Could Learn From Sweden",0
"A Modern-Day, Epic Poem About A Few Lessons You Won't Find In Any Classroom",1
Here Are A Few Lessons You Won't Find In Any Classroom,0
Here's One Minute Of Things A Girl Can't Do. As If We Needed More.,1
"If You're Sick Of Being Told The Things, You Can't Do, Because You're A Girl, Raise Your Hand.",0
"I Don't Think I've Ever Gone This Far For My Students, But Mad Props To The Woman Who Did.",1
An Absolutely Riveting TED Talk About A Woman Risking Her Life In Afghanistan,0
The Most Honest 2 Minutes On Being A Father That You'll See This Year,1
Louis CK's Hilarious And Brutally Honest Message About Being A Father,0
"I Will Never Be As Funny As This Guy, But He's So Right On With What It Means To Be A Dad",1
Louis CK's Hilarious And Brutally Honest Message About Being A Father,0
All Of The Kids In This Video Are Alive (But The Mom Will Bring You To Tears Over What She Lost),1
"I Will Never Complain About My Kids Again. Okay, I Totally Will...",0
All Of The Kids In This Video Are Alive (But The Mom Will Bring You To Tears Over What She Lost),1
What Does A Sour Gallon Of Milk Have To Do With The Best Years Of Parenting?,0
These Kids Don't Want iPods Or Toys. What They Want -- And Don't Have -- Is Beyond Sad.,1
We'd Travel To The Ends Of The Earth For Our Kids. What Do You Do When You're Not Allowed?,0
America Has Been Waiting Hundreds Of Years For It. This Breakup Needs To Happen.,1
"Ordinarily, I Wouldn't Care About Lounge Singers Breaking Up. This Is The One Exception.",0
"When A Short Skirt And Red Underwear Was The Mandatory Uniform, Female Flight Attendants Got Mad",1
"Height, Age, And Weight Requirements For Female Flight Attendants? Not Cool.",0
"Well, This Is Just About The Most Devastatingly Inspirational Thing I've Seen Today",1
"8 Million Children Per Year. If You Just Read This, That's Another.
",0
Stephen Fry Takes A Firm Stance On Grammar. He Doesn't Go The Way You'd Think.,1
"If Me Write Bad Makes You Fussy, Maybe No Problemo?",0
"A $4000 Utility Bill, An 87-Year-Old Woman, And Some Union 'Thugs' — What Paying It Forward Means",1
The Amazingly Kind Gesture By A Bunch Of Union 'Thugs' So That This Retiree Wouldn't Be Homeless,0
"OMG, Oprah Just Blew The Lid Off Of Love In A Really Spectacular Way",1
"Cultural Shift Or Social Revolution, Whatevs.  53% Of People Support It.",0
These Parents Are Modeling Tolerance For Their Children Just Like We All Should,1
"Parenting Is About More Than Genitals.  Maybe Education Should Be, Too?",0
What These Two Pranksters Did To Homeless People Will Make You Say Wow,1
"Two Guys, A Videocamera, And Some Bananas. It's Not What You Think.",0
"Who Knew Tween Girls Were Capable Of This. Oh, Wait, I Did And I Hope They Know, Too. ",1
"Talking About Boys, Texting, Shopping, Changing The World... Yep, Tween Girls Are Busy These Days. ",0
"She's Not Just Destined For Greatness, She's Destined To Do Great Things For Women",1
"Remember When Math Was ""Too Hard"" For The Ladies?  Not So Much.",0
"In Other Countries We Use This As Torture, But Here It's What We Do With Troubled Kids?",1
"Troubled Kids These Days Need Help, This Is What They're Getting Instead. ",0
"Meet The Woman Who Made It Possible To Swim Around Google Earth
",1
"I Thought I Couldn't Breathe Underwater. Turns Out I Can’t Breathe WITHOUT Water.
",0
"Holy Crap! If $31 Trillion Doesn't Get Our Attention, Maybe The Lack Of Oxygen Will? ",1
"No big deal: It’s Just $31 Trillion In Our Global Economy
",0
These Parents Are Modeling Tolerance For Their Children Just Like We All Should,1
Wow.  These Parents Have The Right Focus - Their Kids. But Why Don't The Schools?,0
"What A Snarky, In Yo' Face Comedian Had To Say To One 'Politician' About Life In A Working Family",1
I Really Wish I Could Have This Kind Of Conversation With Everyone In Washington,0
"What A Snarky, In Yo' Face Comedian Had To Say To One 'Politician' About Life In A Working Family",1
FLASHBACK: Roseanne Lays The Smackdown On A Lawmaker Who Doesn't Understand Working People,0
"WOW: This Retireee Had A $4000 Utility Bill, AndThese 'Thugs' Came Just In Time To Help",1
"A $4000 Utility Bill, An 87-Year-Old Woman, And Some Union 'Thugs' — What Paying It Forward Means",0
How This Clip Manages To Offend By Acting As Inoffensive As Possible Is Genius,1
An App That Will Award Me Points For NOT Doing Something? Sign Me Up!,0
"If This Is How A 'Man Brain' Thinks About Things, Then BOY ARE WE IN TROUBLE",1
"Politician Says His 'Man Brain' Understand Things Better. If By Things, You Mean Nothing.",0
Politician Whips Out His 'Man Brain' In Public. He Probably Shouldn't Have Done That.,1
This Politician Really Shouldn't Have Whipped His 'Man Brain' Out In Public,0
"Watch A Politician Claim His Brain Is Better Than Lady Brains, Then Fail A Really Basic Math Lesson",1
"Watch A Politician Claim His Man Brain Is Better Than Lady Brains, Then Fail A Basic Math Lesson",0
Watch An Angry General Deliver Scathing Dress Down To Sexist Troops,1
While American Generals Make Impassioned Pleas The Australian Army Lays Down The Gauntlet,0
Watch An Angry Army General Deliver Scathing Dress Down To Sexist Troops,1
I’ve Never Heard A Military General Talk Like This In Public.  I Kinda Like It...,0
BOOM: Watch An Angry Army General Deliver Scathing Dress Down To Sexist Troops,1
Watch An Angry Army General Deliver Scathing Dress Down To Dishonorable And Sexist Troops,0
"These Dads Are Proof That Being Brave And Tough Doesn't Always Look How You Think It Will
",1
These Dads Kick Ass For Equality. Gently And Kindly.,0
BOOM: Watch A Furious Army General Deliver A Scathing Dress Down To Sexist Soldiers,1
BOOM: Watch An Enraged Army General Deliver A Scathing Dress Down To Sexist Soldiers,0
These Dads Kick Ass For Equality. Gently And Kindly.,1
"Gay Dads, Gay Kids, Me Crying Heart-Warmy Tears In My Living Room",0
How This Guy Manages To Be Insulting By Acting As Nice As He Possibly Can Is Genius,1
How This Clip Manages To Anger By Acting As Nice As Possible Is Genius,0
An All To Familiar Experience In 2013... The Frightening Thing Is This Clip Was Created In 1990.,1
"It All Started Before A TV Show In The 90's, 9/11, And That Sidewalk In 2012. Will It Ever Stop?",0
These Dads Are Proof That Being Brave And Tough Doesn’t Always Look How You Think It Will,1
These Dads Kick Ass For Equality. Gently And Kindly.,0
That Cheerios Commercial Just Got Even Better,1
Another Cereal Commercial That Haters Are Gonna Hate,0
"If You Do This With Your Kids Everyday, I Guarantee They'll Be The Most Beautifullest Human Beings",1
PRECIOUS! I Wanted To See These Little Kids Break Into Cute Fist-Bumping After They Said These Words,0
"If This Doesn't Make You Laugh, Email Me. I’m Making A List Of Grouchy People.",1
Can You Resist This Man’s Powers?,0
Watch This Dude Infect People At A Bus Stop And See If You're Susceptible,1
"If We Were All A Little More Like This Nut Job, The World Would Be A Better Place",0
SAY IT LOUD: Do This With Your Kids Everyday And They'll Be The Most Beautifullest Human Beings Ever,1
"If You Do This With Your Kids Everyday, I Guarantee They'll Be The Most Beautifullest Human Beings",0
Something You REALLY Should Know Before Heading To Walmart To Save A Few Pennies,1
