Headline,Attentio Score
He Just Came Up With The Worst Idea In The History Of The Internet. It Involves Your Bank Account.,-3.280300366
Listen To These Syrian Children Tell The World What's Really Happening,-3.199716711
The. Most. Astounding. Fact. EVER.,-3.161707566
That Time A Big Fancy Corporate Shill Realized His Entire Life Was A Horrible Lie,-3.494246396
"Rarely Does A Film This Simple, Beautiful, And Heartbreaking Come Along",-3.722402146
Looks Like Oregon Has The Right Idea About How To Make Our Country Safer,-4.265111278
A Movie Just As Frightening As 'The Birds' ... But Real.,-3.706537009
"A Simple Gesture Shows The Goodness In People, And That's All It Really Takes",-3.463270746
"20 Years Ago We Thought Of It As Sci-fi, And Now 162 Countries Can Stare Me In The Face",-3.924860604
"A Simple Gesture Shows The Goodness In People, And That's All It Really Takes",-3.249700183
He Just Came Up With The Worst Idea In The History Of The Internet. It Involves Robbing You.,-3.126573882
The Incredible Inspiration One Man Gave Us In The Last Hour Of His Life,-3.181068605
He Just Came Up With The Worst Idea In The History Of The Internet. It Involves Robbing You.,-2.936026347
It's Cute That They Thought We Wouldn't Notice Them Trying To Rip Us Off,-2.846985219
Elizabeth Warren: 'The American People Know That This System Is Rigged Against Them.',-3.469834634
A Senator Takes A Moment To Get Real With You About What You Are Up Against,-3.66554479
"A Boy Makes Anti-Muslim Comments In Front Of An American Soldier. Bad Idea, Dude.",-2.286593377
This Is Where My Neighbor's Children Do Their Homework',-3.091977295
Our Decision To Head Into Syria Gets The Stewart Treatment,-2.902662108
"The UN Has Declared This The Gravest Refugee Crisis In A Generation, And Most Of Us Don't Even Know What's Happening",-3.710633589
"By The Year 2020, Almost Half Of The Workforce Will Be Made Up Of These People",-3.571894458
The UN Has Declared This The Gravest Refugee Crisis In A Generation - Do You Know What It Is?,-3.405947984
It's Cute That They Thought We Wouldn't Notice Them Trying To Rip Us Off,-3.242739746
Two Minutes Of Inspiration And Courage From An Amazing Senator,-3.048699989
A Boy Makes Anti-Muslim Comments In Front Of An American Soldier. The Soldiers Reply: Priceless.,-1.847214685
This Kid Found Something We Should All See,-3.583332493
Louis CK Outlines Why Our Kid's Might Not Feel Special On Their Special Days,-3.141914784
"Jimmy Kimmel Puts One Over On The Entire World, And The Biggest Sucker Was The News Cycle",-3.320477991
"Jimmy Kimmel Puts One Over On The Entire World, And The Biggest Sucker Was The News Cycle",-3.125004609
Jimmy Kimmel Duped The Entire World — And The Biggest Sucker Was The News Cycle,-3.042900048
A Kid Found Something We Should All See,-3.183881462
A Kid Found Something We Should All See,-3.104606787
Think Of Cybercrime. She's Not Who You Would Picture As A Victim.,-3.890736091
"When This Guy Explains Why Women Won't Date Him, You May Roll Your Eyes. But 2 Minutes In...",-3.024993446
Velociraptors + Positive Body Image Messages = EPIC WIN,-4.219033209
"A Boy Tries To Commit Suicide At Age 15, Then Becomes An Awesome Role Model At 41",-3.328822821
"5 Reasons Why my Girlfriend Thinks She's Not Beautiful Enough, No Matter What Anyone Tells Her",-3.382955724
"A Gay Kid Tries To Commit Suicide At Age 15, Then Becomes A Really Awesome Role Model At 41",-3.453241505
"A Gay Kid Tries To Kill Himself At Age 15, Then Becomes A Really Awesome Role Model At 41",-3.325706762
"Remember That Movie 'The Birds'? This One Is Just As Scary, But Real.",-4.639492414
"A Gay Kid Tried To Kill Himself At Age 15, Then Became A Really Awesome Role Model At 41",-3.3129085
Watch Our ‘First World Problems’ Dumped On Someone Else,-4.26742954
"You Know, These Ladies Really Have A Point About Something Most Of Us Don't Even Notice",-4.22439769
Want To See How Big ‘First World Problems’ Can Get?,-4.404418972
"On September 11, 2001, A 12-Year-Old Kid Learned A Hard Lesson. It's Time You Learned More About It.",-3.760827953
"To You, What These Friends Do Will Be Amazing. To Them Its No Big Deal.",-3.943481713
Brain Surgeons Needed Help During Surgery. They Find It In the Most Unlikely Place.,-4.363806089
ACK! I Don't Know If I Can Throw Away Last Week's Pasta Now.,-4.244690545
"On September 11, 2001, A 12-Year-Old Kid Learned A Hard Lesson",-3.574216546
"On 9/11, A 12-Year-Old Kid Learned A Hard Lesson",-3.932586813
Meet The Reason The Taliban Is Afraid Of 15-Year-Old Girls.,-4.103750361
You THINK You've Heard All The Usual Body Positive Messages Before. But This One Has Dinosaurs!,-4.226393934
"Orange, Black, Pink ... Does It Really Matter The Color Of The Uniform When The Prisoner Is A Mom?",-4.728848147
"What Provides 250,000 Jobs And Is Literally Disappearing Before Our Eyes?",-4.155093015
What You Should Know About The Chemical That Syria Is Bombing Children With,-4.202848281
This Guy Is Going To Show You One Of The Most Important Things You Can Teach Your Kids,-3.849407272
American Apparel Gearing Up To Launch Their New Line: A Collection Of Invisible Pants,-3.064216314
What Provides A Quarter Million Jobs And Is Literally Disappearing Before Our Eyes?,-4.613318715
What He Says Can Make You Laugh. Or Just Change Your Life.,-4.022082934
Why We Might Bomb Syria Is Explained Perfectly By — A Dead Comedian?,-3.239084049
Think Seeing A Little Male Nudity On TV Is Too Explicit? Then ... It's Time To Hear The Hard Truth.,-3.744527869
"Orange, Black, Pink ... Does It Really Matter The Color Of The Uniform When The Prisoner Is A Mom?",-5.120718816
The Three Little Words That Could Help Keep Your Loved Ones Alive,-4.215920052
"Orange, Black, Pink ... Does It Really Matter The Color Of The Uniform When The Prisoner Is A Mom?",-4.943646833
"5 Reasons Why my Girlfriend Thinks She's Not Beautiful Enough, No Matter What Anyone Tells Her",-3.358074142
Think Seeing A Little Male Nudity On TV Is Too Explicit? Then ... It's Time To Hear The Hard Truth.,-2.475719809
"She Was Going To Introduce The President Of The United States. Instead, She Got A Standing Ovation.",-2.467814232
Here's A Debate Between An Atheist And A Christian. You'll Be Surprised At How It Plays Out.,-2.855157346
"She Was Going To Introduce The President Of The United States. Instead, She Got A Standing Ovation.",-2.5426839
See How A Bunch Of Students Got Vaginas Banned At Their University,-3.118144383
"If You're Kid Is Already A Failure, Don't Even Bother With This Advice",-3.91311332
The Vows This Couple Shares Are Some Of The Most Beautiful I’ve Ever Heard,-3.948969784
Every Silly Talking Point About Healthcare Debunked In One Rapid Fire Epically Reasonable Rant,-3.765802233
Sarin Gas Gets A Lot Scarier Once You See What It Does To Humans — Take A Look,-3.486703561
Think You Know What Food Stamps Can Buy? You Might Be Surprised ...,-3.477755091
Did This Billionaire Just Say What I Think He Said?,-2.842291936
"It’s Not Illegal To Torture Animals, But It Is Illegal To Take A Picture Of Someone Doing It",-3.404371268
I Don’t Care How Nice Your Couch Is. Please Don’t Do This Torturous Thing To Your Cat.,-2.963287386
"After Working Hard Their Entire Lives, Don't They Deserve More?",-4.173155743
His Beautiful Philosophies About Life Will Make You Feel Okay That We’re Running Out Of Oil,-3.891820298
Don't You Love It When Your Family And Friends Surprise You In The Aisle Of A Home Depot?,-3.7646395
One Of My Favorite Authors Says There's Something We Should Remove From All Classrooms,-3.125949356
This Is Not Like Any Other Mother And Child Reunion You Have Ever Seen,-3.388423376
"Beautiful Flash Mob Of Marriage Proposal Adorableness, Aisle 10",-3.301324427
"The Definitive, Reasonable, Fact-Checked Debunking Of Every Silly Healthcare Reform Talking Point",-3.673306562
The Shocking Thing A Father Opts To Do To His Daughter Because He Is So Poor,-2.96524524
How Could The Plastic Surgery She Had Be About More Than Beauty?,-3.208727416
"John Green Said, And I Quote, ""But First I Have To Blow Your Mind.""",-3.461699992
Are You Happy And In Love? Here’s Why That Makes You So Sad.,-3.271365057
"Beautiful Flash Mob Of Marriage Proposal Adorableness, Aisle 10",-3.223457458
I Don’t Care How Nice Your Couch Is. Please Don’t Do This Torturous Thing To Your Cat.,-2.675041586
Girls Don't Run The World. But They Should.,-3.579937174
"Beautiful Flash Mob Of Marriage Proposal Adorableness, Aisle 10",-3.060994307
Humans Are Terrible. You Might Agree When You See The Same Thing I Did.,-3.271825448
"After Working Hard Their Entire Lives, Don't They Deserve More?",-4.07461478
Here's A Women's Rights Issue That You May Not Have Heard About,-3.441988247
His First 4 Sentences Are Interesting. The 5th Blew My Mind. And Made Me A Little Sick.,-2.486685003
Think Seeing A Little Male Nudity On TV Is Too Explicit? Then ... It's Time To Hear The Hard Truth.,-2.33157263
Humans Are Horrible. You'll Probably Agree When You See The Same Thing I Did.,-2.741574748
A Message To Everyone Out There Who Thinks They Aren't Beautiful In Pictures,-3.360413754
"You See That? That's The Sweet Sight Of People Holding Politicians Accountable 
",-3.523087199
Ever Wonder What A Double Standard Within A Double Standard Looks Like?,-2.856214034
His First 4 Sentences Are Interesting. The 5th Blew My Mind. And Made Me A Little Sick.,-2.728776332
You See That? That's The Sweet Sight Of People Holding Politicians To Their Promises,-3.891820298
The Genius Idea One Pizza Owner Had That May Have Encouraged You To Study Harder At School,-3.691874963
They Were The Last Ones To March With MLK. See What They're Up To Now.,-4.328128106
Humans Are Horrible. You'll Probably Agree When You See The Same Thing I Did.,-2.981868498
The One Where A Retired Senator Speaks Common Sense On CNBC And There's Dead Silence,-3.166017993
"After 6 Years, This Is How She Reunited With Her Mother",-3.652766853
The Genius Idea One Pizza Owner Had That May Have Encouraged You To Study Harder At School,-3.750430563
"After 6 Years, This Is How She Reunited With Her Mother",-3.249835821
The Reason We're All Safer on The Job In One Image,-3.806355929
"People Should Know About This Awful Thing We Do, And Most Of Us Are Simply Unaware.",-2.702761515
A Super Adorable Kid Wants Teachers And Students To Be More Awesome. And He Tells Them Exactly How.,-3.905140167
"If You Don't Think Teachers Do Enough On The Job, Have I Got A Graphic For You",-3.129202189
Note To Justin Bieber: Here's How You Write An Unforgetable Love Song,-3.295211573
A Gesture Of Kindness Is a Big Deal. It's An Even Bigger Deal When You Know How Bad Their Pay Is,-3.534280292
What If Congress Saw What It Really Feels Like To Be Us?,-3.770349057
"Watch A Man Playing Piano In His Wrecked House After The Colorado Floods, For A Very Good Reason",-3.512590619
Dear Condescending Advertising Agencies: This Is What Your Ads For Women Look Like,-3.1604691
God Has A Soul Mate Waiting ... As Long As You're Okay With Bending The Rules A Bit...,-3.538162267
A Soul Mate Is Waiting As Long As You're Okay With Bending The Rules A Bit,-3.61380552
"If You Listen To What These New Yorkers Say And Are Not Angry, You Live In Another World From Me",-3.297079295
"13 People Were Just Murdered In DC, So The Chief Medical Officer Said What She Felt We Need To Hear",-3.272054027
One Of The Best Points I've Ever Heard Was Made In A Single Word,-3.179002747
A Soul Mate Is Waiting As Long As You're Okay With Bending The Rules A Bit,-3.433185441
"13 People Were Just Murdered In DC, So The Chief Medical Officer Said What She Felt We Need To Hear",-2.953421075
What’s An Appropriate Conversation Starter When Your Family’s Killer Sits Down For Dinner?,-4.012803215
¿Puedes Hablar El Lenguaje Del Amor?,-5.10496219
"What Has Four Letters, Loves Making Laws, And Is Trying To Ruin Our Country?",-4.079713279
"BULLSEYE: Geena Davis Tells Hollywood Where To Stick Its Ageist, Sexist Representations Of Women",-3.208691818
The Shocking Thing A Father Opts To Do To His Daughter Because He Is So Poor,-2.888808734
"If You're Going To Protest Something, At Least Make Sure It Exists",-3.022659048
"BULLSEYE: Geena Davis Tells Hollywood Where To Stick Its Ageist, Sexist Representations Of Women",-3.322562213
Try Not To Fall In Love With A Little Thief After This One,-3.863053878
"Man Finally Gets Dream Job. But To Others, It Could Be A Nightmare. ",-3.311563789
"Barack And Joe Want Your Money, But It's For Something Totally Awesome",-3.905905038
Try To Watch Their Answers To A Beautiful Question And Not Smile. I Dare You.,-3.064962442
"OK, So This Guy Somehow Found The Key To Happiness. But It's Still Really Hard To Believe. ",-3.054880489
A Young Thief Gets Caught And Gets Exactly What He Deserves,-3.177892942
Jade Isn't Your Everyday High School Teenager...,-3.545436889
A Bold and Beautiful Reason To Talk To Each Other In The Elevator,-3.937118984
"OK, So He Somehow Found The Key To Happiness. But It's Still Really Hard To Believe. ",-3.339777598
The Huge Lie That Is Perped By Those Doing Extremely Well In Our Country,-3.224295076
"One Infographic You’ll Want To Take To The Grocery Store And Tape To Your Fridge
",-3.091191474
"Watch This Family Sweetly, And Lovingly Totally Destroy One Of The Worst Stereotypes Of Christians",-2.428441921
They Told Her No Firm Would Pay Her Equally. So She Started Her Own.,-3.885692999
"Help, My Emotions Have Been Stirred By This Moving Tale Of Self-Acceptance And Can't Get Up",-3.663872398
