Headline,Attention
"Behold The Bluntest, Funniest, And Deadliest Graduation Speech In The History Of The Known Universe",1
Behold The Bluntest And Deadliest Graduation Speech In The History Of The Known Universe,0
Thousands Of Students Have A Very Simple Question That Nobody Seems To Want To Answer,1
"These Teenagers Are Begging For Their High Schools. Is This What You Wanted, America?",0
A PERFECT Answer To A Super-Duper Annoying Question,1
"So, What Kind Of Asian Are You? ",0
"Obama's Speech Writer/Stand-Up Comedian Gives A Graduation Speech. Not Surprisingly, It's Badass.",1
The Best Graduation Speeches Begin With Everyone Role-Playing As Gay Federal Judges,0
Which 7-Letter-Word Is NOT A 4-Letter-Word (Despite What Some Politicians Would Like You To Think)?,1
"On The Journey For Access To Women's Healthcare, There's Just One Direction In Which We Should Move",0
What Really Important Thing For Women Do These 5 Dudes Think Isn't Really That Important?,1
Which 7-Letter-Word Is NOT A 4-Letter-Word (Despite What Some Politicians Would Like You To Think)?,0
"When Told 'You Can't' Do Something, Just Remember This Beautiful Clip",1
A Beautiful Example Of Things Women Have Changed Throughout History,0
"If You Think Only Women Get Hysterical Over Nothing, You Haven't Seen These 4 Dudes On Fox News Yet",1
UGH: Fox News Lamenting Working Women Perfectly Sums Up Everything Terrible About Fox News,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
Patrick Stewart Is Basically A Wonderful And Amazing Human Being. For The Reals.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
I'm Not Crying. That's Just Space Rain On My Face.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
The Time I Really Felt Like Giving Patrick Stewart A Giant Hug For Being A Wonderful Human Being,0
Fan Asks Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Beautiful Answer.,1
Fan Asks Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Eloquent Answer.,0
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,1
Fan Asks Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Beautiful Answer.,0
A Brave Fan Asks Patrick Stewart A Question He Doesn't Usually Get And Is Given A Beautiful Answer,1
A Fan Asked Patrick Stewart A Question He Doesn't Always Get. I Wasn't Expecting This Answer.,0
Why You Should Stop Instagramming Your Food And Start Instagramming Its Packaging,1
"First America, Then The World? Cleaning Up Trash In The Instagram Age",0
A Brave Fan Asks Patrick Stewart A Question He Doesn't Usually Get And Is Given A Stunning Answer,1
A Brave And Vulnerable Fan Asks Patrick Stewart An Unusual Question And Gets An Awe-Inspiring Answer,0
A Brave Fan Asks Patrick Stewart A Question He Doesn't Usually Get And Is Given A Beautiful Answer,1
A Brave Fan Asks Patrick Stewart An Unusual Question And Is Given A Raw And Emotional Answer,0
They Reduced Driving Speed By 22%.  And They Did It By Making Speed Cameras Fantabulous.,1
"Forget Powerball, You Can Win The Lottery Just By Driving Your Car!",0
Imagine A World Where Speeders Get Tickets And People Who Obey The Law Get AWESOME,1
"Imagine Obeying Speed Limits For Fun?  Yes, Please.",0
"Dan Savage Is Controversial, But I Challenge You To Argue With The Advice He’s Giving These Kids",1
"If You Have Kids, Want Kids, Or Know Someone Who Does, You Should Hear This Advice For Gay People",0
You Need To See What These Women Are Afraid Of,1
"First I Was All, ‘OMG, Enough Sheryl Sandberg!’ Then I Saw This And Was All, ‘Ohhh, I Get It.’",0
"If You Are A Woman, Love A Woman, Or Are Raising A Woman, Do Her A Favor And Watch This",1
You Need To See What These Women Are Afraid Of,0
"If Everyone Heard This Advice For Closeted Gay People, There Might Be A Lot Fewer Tears In The World",1
"Advice For Gay Kids That Every Straight Parent Should Hear, Too",0
My Family Is In A Commercial And People Are Pissed,1
"Dear YouTube Commenters, It's 2013 And Interracial Families Exist. Deal With It.",0
PLOT TWIST: Fox News Anchor Lays Epic Smackdown On Fox News Anchors For Homophobia and Misogyny,1
Fox News Anchor Takes On Fox News Anchors For Homophobia And Misogyny In Some Epic Fox Newsception,0
PLOT TWIST: What Happens When Fox News Is So Misogynistic They Even Cross The Line With Fox News?,1
PLOT TWIST: What Happens When Fox News Becomes So Misogynistic They Even Infuriate Fox News?,0
OMG: Fox Newswoman Lays Epic Smackdown On Fox Newsmen For Blatant Misogyny,1
PLOT TWIST: Fox Newswoman Lays Epic Smackdown On Fox Newsmen For Blatant Misogyny,0
"You Don't Have To Wear A Fedora, But You DO Have To Be A Decent Human Being",1
"Hey You! Yes, You. Put This Hat On And Think About Your Life.",0
"This Guy May Curse A Lot, But You Would Too If You Knew This Much About Girls Toys",1
The Worst Teacher In The History Of The World Doesn't Even Show Up To School To Teach Her Class,0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
Why Your Barbie Doll May Be Poisoning Your Brain,0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
"This Guy May Curse A Lot, But You Would Too If You Knew This Much About Barbie Dolls",0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
This Is Why Barbie May Be Poisoning Your Thoughts,0
"There's A Good Reason This Guy Talked Back To His Teacher, Walked Out, And Got An F",1
"There's A Great Reason This Kid Talked Back To His Fake Teacher, Walked Out, And Got An F",0
"There's A Good Reason This 18-Year-Old Kid Talked Back To His 'Teacher', Walked Out, And Got An F",1
"There's A Good Reason This 18-Year-Old Kid Lectured His 'Teacher', Walked Out, And Got An F",0
7 Wonderful People Share Something You Should Know Before It's Too Late,1
What Skipping The Star Wars Prequels And Saving Your Own Life Have In Common,0
"BOOM: ""The Daily Show"" Puts Another Debate To Rest",1
So We're Profiling Conservatives Now? I For One Can't Wait!,0
"What Happened To Our Jobs, Schools, Roads, And Bridges In One Incredible Clip",1
"Bridges Collapsing, Roads Crumbling, Jobs Disappearing — It's No Coincidence",0
"The Absolute Best Summary Of Why The World's Middle Class Got Screwed, And How We Can Fight Back",1
Working People And Students Did Not Cause This Damned Economy To Crash,0
Seven Wonderful People Share Secrets That Are Killing Them. This COULD CHANGE YOUR LIFE.,1
7 Wonderful People Share An Intimate Secret That COULD SAVE YOUR LIFE,0
OMG! Would This Map Be Banned In Some Countries?,1
Even This Map Would Be Banned In Some Countries,0
"If We Had More Drones, People Wouldn’t Get Away with Stuff Like This. That's Not A Good Thing. 
",1
Drone Crossing Ahead'. That's All I'm Gonna Say.,0
"The Absolute Best Clip About Why The World's Middle Class Got Screwed, And What We Can Do About It",1
"The Best Summary Of Why The World's Middle Class Got Screwed, And What We Can Do About It",0
Listen To A Nice White Lady Explain Who Is At Fault For All Our Immigration Problems,1
A Nice Lady With A Fancy British Accent Explains Why Your Fear Of Immigrants Might Be Misplaced,0
"Next Time Someone Tells You That Immigrants Are Destroying Our Country, Show Them This",1
The One Where A Nice British Lady Cusses You Out Because Math Is Important,0
"Ellen Talks About The Best Thing That Ever Happened To Her, Which Coincidentally Was Also The Worst",1
Ellen Added Something To The TV Landscape—And In Doing So Changed The World,0
"When Trying To Make A Living Turned Into A Nightmare, This Woman Changed It Back Into A Dream",1
"Think Lawmakers Don't Affect You? As My Mother Used To Say, 'You've Got Another Thing Coming, Mister!'",0
"When Trying To Make A Living Turned Into A Nightmare, This Woman Changed It Back Into A Dream",1
"Think Lawmakers Don't Affect You? As My Mother Used To Say, 'You've Got Another Thing Coming, Mister!'",0
Listen To A Nice White Lady Explain Who Is At Fault For All Our Immigration Problems,1
"Next Time Someone Tells You That Immigrants Are Destroying Our Country, Show Them This",0
No Subtitles Needed For This French Video,1
Marriage In France Just Got A Lot Gayer,0
How This Guy's Not-So-Glamorous Childhood In The Great Outdoors Turned Him Into A Glamorous Rap Star,1
How Rapping In The Great Outdoors Turned This Duo Into Hugely Famous Hip Hop Artists,0
An Amazing Thing Happened When A Sporting Goods Store And A Fortune Cookie Had A Baby...,1
I dare you to kick off those mental training wheels and make your next bike ride this inspiring.,0
See The Film That PBS Is Too Scared To Show,1
"They Make Oil, Lycra, Carpet Cleaner, Toilet Tissue. Oh, And Maybe The End Of Democracy.",0
Just What The Internet Ordered: Charles Ramsey Needed A Video Like This,1
"What Do Charles Ramsey, Sweet Brown, And Antoine Dodson Have In Common? The Need For This Video.",0
The Doctor Said His Son Should Be Committed.  He Chose To Commit To His Son Instead.,1
"Disability, Schmissability.  This Father-Son Duo Has Got This.",0
An Interviewer Asked A Muslim Man About The Murder Of An British Soldier. Here's How He Answered.,1
Lost: Hope In Humanity After The Murder Of A Soldier. Found: An Inspiring Interview To Restore It.,0
The Most Sexist And Disturbingly Hilarious Pro-Gay Marriage Video I've Ever Seen,1
"The Most Sexist, Misogynistic, Crass, Profane, And Beautiful Gay Wedding Video I've Ever Seen",0
"Something Google, Yahoo, Facebook, And Instagram Are Doing Better At Than The Entire United States",1
Taking Time Off When You Have Kids Means That A Lot Less Kids Die,0
"You Don't Have To Wear A Fedora, But You DO Have To Be A Decent Human Being",1
"Not Only Do You Look Fedorable, But You're Also A Good Person",0
An Interviewer Asked A Muslim Man About The Murder Of An British Soldier. Here's How He Answered.,1
"After The Tragic Murder Of A British Solider, This Man Delivers A Powerful Smackdown Against Hatred",0
How David Can Beat Goliath With Nothing More Than A Newspaper In His Pocket,1
How We Can Put The 'Free' Back In 'Free Press',0
This Hilarious Lashing of PBS by Stephen Colbert Was Brought to You by the Letter “C” for Censorship,1
"You Just Know Bert & Ernie Could Be Next To Go If Stephen Colbert Can’t Change PBS’ Mind
",0
This Is Why You Should Never Underestimate The Power Of A Cape,1
BOOM: Instant Superhero. I Guess There Is Something Magical About Wearing A Cape.,0
"Legislator Wants To Make Sure WITCH DOCTORS Get A Fair Hearing In Science Class. No, I'm Not Joking.",1
Raise Your Hand if You Think Witch Doctoring Should Be Part Of The Core Science Curriculum,0
This Is An Ass-Off-The-Couch Kind Of Video.  Just An Invitation To Rock Your Inner Buddha.,1
I Dare You To Kick Off Those Mental Training Wheels And Make Your Next Bike Ride This Inspiring,0
The Cape That Does A Hell Of A Lot More Than Flap In The Breeze,1
"When Childhood Illnesses Make Life Terrible For These Kids, One Thing Always Makes Them Smile Again",0
1 Minute And 45 Seconds That’ll Make You Think Twice About Poverty,1
Where Do You Think Poverty Is Growing? You’re Probably Wrong,0
"A Prison Ignored The Most Obvious Cries For Help, And The Result Is Devastating",1
The Heartbeat In This Video Obviously Does Not Belong To The Corporation Involved,0
"A Prison Ignored The Most Obvious Cries For Help, And The Result Is Devastating",1
"Once Again, A Corporation Failed At Its Job. The Result is Heartbreaking. ",0
That Time A Legislator Seriously Demanded That Wizardry And Magic Be Part Of The Science Curriculum,1
Raise Your Hand if You Think Magic Spells Should Be Part Of The Core Science Curriculum,0
Boys Who Know How To Break Boxes Grow Into Men Who Respect Women,1
"In This Case, It's Totally Okay To Teach Your Kids To Break Things",0
Ellen’s Tragic Lesbian Love Story Has The Most Beautiful Ending,1
Does Ellen Really Think Exposing This Will Get More Beads Than Showing Your Breasts?,0
"A Homeless Man Is Asked To Speak His Mind. Put Your Empathy Hat On, Things Are Getting Real",1
"This Homeless Man Is A Person, But Not Everyone Sees Him That Way. And He Can't Take It Anymore",0
"As Other Senators Try to Cut Food Stamps, Sen. Chris Murphy Tries Something Else With Them",1
Senator Chris Murphy Learned The Hard Way What It’s Like To Live On Food Stamps,0
A Politician Learned The Hard Way What It’s Like To Actually Live On Government Handouts,1
Hey Politicians – Don’t Walk A Mile In My Shoes. Eat For A Week On My Budget,0
"Next Time Someone Says You Can't Do Something, Here's Proof You Shouldn't Stop Trying.",1
"How Do You Respond To The Doc Who Says You'll Be A Vegetable? Smile, Nod, Then Prove Him SO Wrong.",0
A Politician Learned The Hard Way What It’s Like To Actually Live On Government Handouts,1
"As Other Senators Try to Cut Social Programs, Watch One Politician Do Something Else With Them",0
A Politician Learned The Hard Way What It’s Like To Actually Live On Government Handouts,1
"As Other Senators Try to Cut Food Stamps, Sen. Chris Murphy Tries Something Else With Them",0
WHOA: 9-Year-Old Proves THAT Even 'Failing' Schools Are Capable Of Producing Ridiculously Smart Kids,1
Chicago Public Schools' Loudest Advocate Still Needs A Booster Seat,0
Guess What Natural Wonder Of The World Is Getting Destroyed Now,1
It’s One Of Richest Ecosystems In The World. And It’s Under Attack.,0
