Headline,Clickability
There are so many things wrong with the way girls are taught about sex. Some women want to fix it.,1
The Hilarious Doritos Ad That Doritos Will Never Let Win Their Super Bowl Contest,1
There are so many things wrong with the way women and girls are taught about sex.,0
There Are Still Kids Working 12 And 16 Hour Days?,0
"He Climbs On His Desk, Insults His Teacher, And Leaves The Whole Class Speechless. Point Made.",1
There's A Lot Going On With Special Ed These Days. Shall We Have A Look?,0
"There's A Massive Corporate Power Grab Coming, And It's Working Its Way Through Congress Right Now",0
6 Women Who Apparently Forgot to Get Permission To Be Awesome,1
Best,1
There's a place in Alabama called Tuskegee. 2 very different things happened here.,0
Customers Were Not Prepared For What Their Coffee Shop Refused To Do,1
"If A Coffee Shop Won't Give You A Cup, What Do You Do?",1
There's a reason that the West Virginia Mine Wars are buried in history books.,1
"You May Not Know About These Awesome Women Yet, But 2 Minutes From Now, You’ll Be Glad You Do",1
There’s A Secret That A Lot Of Kids Keep Hidden When They Go To School Every Day,0
There's Absolutely No Reason Why Being In A Wheelchair Should Keep You From Getting A Cup Of Coffee,0
"Exactly 1 Thing Affects Your Happiness More Than Anything Else, No Matter Who You Are",1
"There's No Secret To Life, But You Should Be Pretty Happy About That",0
"They Were Sentenced To Prison For Marrying Each Other. They Fought Back, And Won.",1
They Were Sentenced To Prison For Getting Married. That Was Just The Beginning.,1
There's racism buried in these 5 seemingly harmless questions. Can you see it?,1
"There's Something Dark And Dangerous Buried Under The Sea, But It May Not Stay Down There For Long",0
A Giant Religion Just Took A Teeny Baby Step Towards Love And Acceptance,1
"There's Something Dark And Dangerous Buried Under The Sea, But It May Not Stay Down There For Long",0
"He Wanted To Show His Students How To Wear A Condom, So He Used His Feet",1
These Are The Women's Bodies Never Shown On Your Tv,0
Best,1
"After Seeing His Mom Harassed, This Little Kid Decided To Send A Big Message Out To The World",1
These Black And White Images Will Haunt You Just Like This Man’s Memories,0
"Too Many Men Avoid Talking About 1 Big, Difficult Subject Until It's Too Late",1
These Deforestation Stats Are Frightening. Absolutely Frightening.,0
"These Dudes Got Tired Of Babies Dying At Birth, So They're Saving Them With Their Phones",0
You Can Rewire Your Brain In 2 Minutes A Day. Without An App.,1
"These Dudes Got Tired Of Babies Dying At Birth, So They're Saving Them With Their Phones",0
The 1% Tried To Silence Him By Putting Him In Jail. That Didn't Work So Well.,1
These kids aren't all right. 8 photos show you what climate change can look like.,1
Just A Few Minutes Of Your Life Might Keep Your Kids Alive. Really.,1
These kids aren't all right. 8 photos show you why not.,1
Best,1
"After Seeing His Mom Harassed By Men, This Little Kid Decided To Send A Big Message Out To The World",1
These Kids Have Really Big Dreams. Can You Imagine Them Behind Bars?,1
These People Are Turning Humans Beings And Their Problems Into Calculations. And It's Not Working.,0
"If You're Thinking About Going On A Diet, You Might Want To Watch This And Reconsider",1
These Phone Recordings Might Leave You Momentarily Speechless,0
He Was About To Die So They Took Him To The ER. But Not The Next Time Or The Time After. Why?,1
These raw words from the past are still gut-wrenching. And still true.,0
IT'S ALL HER FAULT: Brilliant PhD Sheds Light On Why We Blame,1
These Recordings Reveal A Vulnerability In Our Safety That May Leave You Momentarily Speechless,0
"These Dudes Got Tired Of Babies Dying At Birth, So They're Saving Them With Their Phones",1
Best,1
These Special Programs In Schools Today Look A Lot More Inclusive Than They Used To,0
A Football Team Is Taking Their Towels Off To Show Men How To Check For Cancer,1
These Two Stars Are Married And Have A Child. So What's So Immoral About What They're Doing?,1
These Two Stars Are Married And Have A Child. So What's So Immoral About What They're Doing?,0
Here's A 2-Minute Movie About A Gay Biker Gang That'll Rev Up Your Heart,1
Best,1
These Two Stars Are Married And Have A Child. So What's So Immoral About What They're Doing?,0
I’d Love To Hear The 911 Call For The Water-Balloon Fight. It’d Be Funny If It Wasn’t So Disturbing.,1
"These Women Discuss Terrifying Things. By The End, Though, You'll Say, 'Thanks.'",0
These Women Hated Smiling At Strangers. You Will Totally Believe What Happens Next.,0
Do These 8 Things When You're Sick To Feel Better And Stronger... Faster,1
"They *Say* They Give A Shit About Syria, But What Are They Doing About It?",0
The Kids Were Outside Throwing Water Balloons. So The School Called The Police.,1
They Asked 50 People In Iran The Same Big Question. These Are Their Answers.,0
I’d Love To Hear The 911 Call For The Water-Balloon Fight. It’d Be Funny If It Wasn’t So Disturbing.,1
Best,1
He Said Some Things Using His Eyes That He'd Not Said In Years. His Wife Finally Got To Hear Him.,1
Best,1
This hilarious skit about race from SNL last season should be shown every year.,1
"They Asked Some People Who Are In A Union, ‘What Does It Do For You?’",0
They Came To America And Joined A Church That Serves Up Acceptance And Compassion With Its Spaghetti,0
"The teen who says it thinks it's sweet, but what it really says is, ‘You don't fit in.’",1
"They can barely bring themselves to watch. (This doesn't really happen, but I wish it did.)",0
This test will tell you whether you're prejudiced without knowing it. I dare you to take it.,1
"They completed a remarkable exodus, and not just from darkness into freedom.",0
A commercial that was pulled in America. It's time to change the tide.,1
They Did A Study To See How Women Are Treated In Comments. The Results Will Shock You. Except Not.,0
"She met her husband in 3rd grade. 15 years later, she interviews her old teacher, but it's so sad.",1
They Did A Study To See How Women Are Treated In Comments. The Results Will Shock You. Except Not.,1
Best,1
"She doesn’t scream or yell, but when she asks if anyone cares, it’s heartwrenching.",1
They Executed A Boy Who Looked Like Him. So He Figured Out A Way To Help.,0
"She was born a girl. She knew she was a boy. And what his parents did ... well, just take a look.",1
They figured out how to make something life-changing. Now they're trying to get it to kids all over.,0
This hilarious skit about race from SNL last season should be shown every year.,1
They figured out how to make something life-changing. Now they're trying to get it to kids all over.,1
They held a dance party in the street in one of the most dangerous places in the world. Amazing.,0
"When the straight guy says he thinks gay sex is gross, the gay guy's response is hard to argue with.",1
Best,1
"When the straight guy says he thinks gay sex is gross, the gay guy's response is hard to argue with.",1
They Just Raised The Minimum Wage At One Major Airport. Here's A Guy Who Can Tell You Why.,0
"They Made A Sci-Fi Movie About A Real Space Mission, And It's Totally Stunning",0
People who work for McDonald’s aren’t 'Lovin’ it.' So they asked the company some questions.,1
"They Made A Sci-Fi Movie About A Real Space Mission, And It's Totally Stunning",0
"They May Just Look Like Swirling Clouds, But What They Actually Are Is SO Much More Sinister",0
A funny thing happens when big companies like McDonald’s ask for feedback on Facebook.,1
They put him in a pit and tried to get him to rip apart a 2nd dog. I'm glad he got out.,0
The way this married host acted around Kate Upton shows the sad state of respecting women.,1
"They Said Her Son Would Never Walk. Thankfully, She Didn't Listen.",0
A Bevy Of Famous Ladies Sing Along To This 50-Year-Old Classic. Wow. This Song Is Magic.,1
A Bevy Of Famous Ladies Sing Along To This 50-Year-Old Classic. Wow. This Song Is Magic.,1
"They Say There's Truth In Every Jest, Which Is Why These Jokes Are So Horrifying",0
"They Told Him He Was Getting Dumber By The Day, And They Knew How To Get His Test Scores Up",0
"They told him it was impossible. It took him a hammer, a chisel, and 22 years to prove them wrong.",1
An American asked this Ethiopian waiter for Himalayan sea salt. What he wanted to say is SO clever.,1
Best,1
This comedian makes a hilariously true point about how sheltered we can be in first world countries.,1
"They Told This Art It Could Be Anything, So It Turned Into A Protest",0
They Want Us To Dump The Teachers And Watch This School Become A Rocket-Ship Of Revenue,0
"The next time you ask someone to pass the guacamole, remember what he says.",1
"A before and after shot that didn't change the man, but it will probably change the way you see him",1
They Were Living A Reality I Can Barely Imagine — But The Changes They've Made Are Truly Remarkable,0
They Were The Last Ones To March With MLK. See What They're Up To Now.,0
A commercial that was pulled in America. It's time to change the Tide.,1
They would not air it on TV and now you can see and I welcome a new Tide,0
These spunky little girls tell us how to be powerful women in less than a minute.,1
They're All Picture-Perfect Families. Except For That One Small Thing...,1
They're not celebrities. They're homeless. And these tweets are awful.,0
"When this dad finally stands up for his bullied kid, it's freaking heartwarming. Just warnin' ya.",1
Best,1
I cringed all the way through this ... 'till the very end.,1
"They’ve Been Called Misfits, Orphans And Poor, But Never Authors Until Now",0
Think Treehouses Are Just For Kids? Meet A Woman Lived In One.,0
This 17 Year Old Explains Why Rape Is Never A 'Mistake'. What's Scary Is Who He's Talking To.,0
This preschooler called 911 and what she told the dispatcher blew me away,1
Best,1
I don't understand a lick of German but you don't need to for this condom video to be hilarious,1
"This 33-year-old Woman From Houston, Texas Made A Lot Of People Mad Just By Expressing Herself",0
"This 33-year-old Woman From Houston, Texas Made A Lot Of People Mad Just By Expressing Herself",0
"This Ad Man Is Lying To Your Face, And You Buy It Every Day When You Buy Food",0
These bigots spray painted a swastika on the dumbest location possible.,1
This Beautiful Woman Is Going To Wish It Was Raining Cats And Dogs.,0
"They became emotional when their 'before and after'. I admit it, I did too.",1
This brilliant company is turning bigotry into something beautiful,1
This College Football Player Is Speaking His Truth. His History-Making Potential Speaks For Itself.,0
Listen to the parts they've auditioned for and try not to say 'WTF?',1
Best,1
This comedian is going to hire a focus group to critique her body.,0
"A condom fundraising video that has it all. Unicorns, two goofy German guys, and hilarious visuals.",1
"This Dad Has A Message To The Boys Who Want To Date His Daughter. ADDENDUM: Also, The Girls.",0
This Enchanting Story About Climate Change Could Be The Nicest Part Of Your Day So Far,0
2 trans men made a very clear point with their very pointed photo shoot.,1
"This Father Has Something To Say To The Boys Who Want To Date His Daughter. Well Played, Sir.",1
This gay football star performs to a song about a dad who won't accept his son. His won't either.,1
This Guy And His Paintbrush Are Afraid Of Nothing,0
"She may have died last year, but these little girls are keeping her memory alive and well.",1
4 adorable little girls keep Maya Angelou's legacy alive in this inspiring video.,1
This Guy And His Paintbrush Are Afraid Of Nothing,0
"This Guy Can Walk Now, Thanks To Science NONFICTION",0
"The bully punches him in the face. Later, he follows the bully home, and that's where he sees it.",1
This hilarious skit about race from SNL last season should be shown every year.,1
"An actress was told to bring an “easy access skirt” to a casting. Well, dang.",1
"An actress was told to bring an “easy access skirt” to a casting. Well, dang.",1
This hilarious skit about race from SNL last season should be shown every year.,0
This inventor built the world's first drivable Lego car. 'Awesome' is an understatement.,0
2 trans men prove an important point with a simple photo shoot.,1
This Is Larry. He Has A Brilliant Plan To Unf**k Our Government.,0
This Is The Best A Breathalyzer Will Ever Sound,0
You shouldn't always trust that sex advice is good. Even if Alan Cumming is giving it to you.,1
This Is What America Looks Like And It Made Me Want To Stand Up And Cheer.,0
